sigla_uf	nome_municipio	ano	ibc	cobertura_pop_4g5g	fibra	adensamento_estacoes	densidade_smp	hhi_smp	densidade_scm	hhi_scm
RJ	Carmo	2023	62.21	94.96	100	10.90	66.51	89	25.24	32
SP	Avanhandava	2023	64.31	99.44	100	11.09	83.26	78	4.90	76
SP	Capão Bonito	2023	59.16	94.47	100	7.19	72.00	20	15.61	71
SP	Diadema	2023	69.59	100.00	100	4.66	89.74	89	24.93	81
SP	Jardinópolis	2023	71.30	99.69	100	14.72	90.31	73	30.15	86
SP	Macaubal	2023	60.26	97.63	100	8.35	67.44	77	9.44	56
SP	Monte Azul Paulista	2023	63.18	96.33	100	5.74	85.00	59	26.51	22
SP	Neves Paulista	2023	67.41	99.96	100	15.04	82.92	88	15.80	74
SP	Nova Aliança	2023	67.05	97.99	100	21.78	90.65	77	26.94	10
SP	Nova Canaã Paulista	2023	36.55	96.69	0	20.50	70.03	9	1.58	55
SP	Piracaia	2023	71.33	98.67	100	14.40	90.29	59	33.39	94
SP	Porto Feliz	2023	69.02	99.28	100	15.48	91.07	75	18.95	78
SP	Taguaí	2023	61.68	90.81	100	6.58	75.97	45	25.44	57
SP	Taquarivaí	2023	57.94	86.26	100	9.09	68.58	45	13.89	62
PR	Andirá	2023	65.65	94.26	100	5.24	77.05	86	22.36	82
PR	Campina do Simão	2023	57.07	68.44	100	26.45	82.12	16	4.35	76
PR	Itambé	2023	60.13	97.84	100	10.22	72.91	39	14.14	55
PR	Jacarezinho	2023	67.43	96.48	100	6.71	79.58	85	29.24	73
PR	Lindoeste	2023	64.79	83.95	100	24.14	83.01	67	19.55	65
PR	Matinhos	2023	69.26	99.98	100	24.40	90.00	74	26.28	42
PR	São João	2023	57.66	73.28	100	7.01	65.10	68	28.06	42
PR	Sulina	2023	33.40	92.96	0	18.16	41.16	60	5.85	45
SC	Águas Mornas	2023	68.94	76.45	100	24.71	88.76	74	36.78	74
SC	Pinheiro Preto	2023	65.37	97.00	100	17.99	84.72	74	24.44	22
SC	Santa Terezinha do Progresso	2023	52.13	59.17	100	24.25	52.20	53	17.45	42
SC	Urubici	2023	65.14	74.75	100	9.61	83.47	76	38.30	58
RS	Campinas do Sul	2023	63.64	91.47	100	11.82	75.09	72	20.03	69
RS	Dois Irmãos	2023	69.13	100.00	100	12.21	88.34	58	37.21	53
RS	Dom Feliciano	2023	42.55	40.86	100	4.79	39.88	14	10.60	76
RS	Garruchos	2023	19.25	38.65	0	7.75	40.93	10	6.15	36
RS	Itaara	2023	69.35	99.34	100	37.37	91.81	53	19.12	56
RS	Maçambará	2023	28.85	53.49	0	23.53	44.74	41	10.46	63
RS	Nova Alvorada	2023	53.78	78.87	100	26.34	40.41	72	7.72	58
RS	Nova Hartz	2023	63.59	99.98	100	4.15	82.77	38	25.01	55
RS	São João do Polêsine	2023	51.56	86.18	100	15.72	18.80	62	17.33	71
RS	Soledade	2023	64.37	87.36	100	9.72	72.72	75	30.13	70
MS	Eldorado	2023	60.73	78.87	100	5.49	77.66	78	17.78	63
MT	Alta Floresta	2023	64.00	87.31	100	6.04	89.85	81	19.89	44
MT	Mirassol d'Oeste	2023	58.10	85.79	100	6.22	86.03	29	3.46	66
MT	São José do Povo	2023	32.29	61.92	0	14.49	69.32	4	27.76	20
MT	Santo Antônio do Leste	2023	51.99	58.33	100	25.40	65.53	10	8.76	68
GO	Anicuns	2023	59.50	87.58	100	6.75	85.54	58	16.50	15
GO	Araçu	2023	36.97	97.21	0	10.96	88.12	3	0.73	32
GO	Arenópolis	2023	49.33	61.70	100	14.14	60.91	10	2.80	71
GO	Barro Alto	2023	66.40	90.48	100	18.07	91.28	75	19.21	53
GO	Colinas do Sul	2023	33.79	64.07	0	20.67	66.05	64	8.70	36
GO	Guapó	2023	64.67	95.99	100	7.46	88.03	85	15.66	43
GO	Itarumã	2023	50.15	64.48	100	10.24	51.47	27	15.82	57
GO	São Luíz do Norte	2023	65.03	92.61	100	21.53	90.43	73	0.88	79
GO	Uirapuru	2023	57.76	54.01	100	22.33	87.21	66	1.85	80
AC	Marechal Thaumaturgo	2022	20.76	32.73	0	3.90	41.89	26	0.38	85
PA	Nova Timboteua	2022	53.74	84.79	100	6.50	57.20	83	12.08	6
PA	Portel	2022	27.02	51.04	0	1.87	47.55	85	2.56	58
TO	Santa Maria do Tocantins	2022	36.59	63.98	0	18.65	86.38	32	3.09	73
MA	Bacabeira	2022	48.24	75.44	100	4.91	48.92	65	4.24	13
MA	Maranhãozinho	2022	48.94	80.44	100	4.84	42.08	34	0.20	76
MA	Mirinzal	2022	30.22	71.74	0	4.77	54.19	49	0.61	67
MA	São Mateus do Maranhão	2022	55.74	83.32	100	2.15	59.85	88	8.55	51
MA	São Pedro dos Crentes	2022	26.12	57.63	0	5.76	60.89	30	4.19	23
PI	Água Branca	2022	60.51	100.00	100	3.79	76.74	65	5.33	59
PI	Anísio de Abreu	2022	48.68	80.75	100	5.31	49.72	11	0.10	69
PI	Aroeiras do Itaim	2022	24.37	59.19	0	18.58	29.46	24	8.96	53
PI	Buriti dos Lopes	2022	53.09	72.31	100	4.24	54.77	68	18.51	37
CE	Fortim	2022	67.00	93.32	100	5.78	67.65	86	37.30	88
CE	Miraíma	2022	49.53	75.38	100	9.39	28.95	67	7.92	74
CE	Pindoretama	2022	61.53	100.00	100	6.42	70.31	74	17.02	45
RN	Angicos	2022	61.75	93.06	100	11.46	85.94	72	10.81	29
RN	Janduís	2022	31.81	82.83	0	10.53	51.08	15	12.05	58
RN	Tenente Ananias	2022	28.86	75.11	0	4.87	44.30	24	12.91	52
PB	Aroeiras	2022	45.92	70.27	100	3.56	40.80	30	7.76	41
PB	Boa Vista	2022	51.27	76.82	100	10.45	48.18	16	18.32	54
PB	Cajazeirinhas	2022	22.94	73.15	0	18.24	26.61	5	4.73	31
PB	Caraúbas	2022	23.88	62.92	0	12.67	30.32	13	0.57	81
PB	Cuité	2022	53.43	76.59	100	3.38	65.37	31	14.65	48
PB	Dona Inês	2022	26.89	88.07	0	3.21	41.69	2	2.49	50
PB	Fagundes	2022	26.83	83.55	0	9.05	45.08	15	7.81	9
PB	Itaporanga	2022	55.90	92.40	100	2.78	64.03	23	8.42	78
PB	Juru	2022	26.35	60.75	0	5.41	47.90	9	14.26	50
PB	São Bento	2022	57.23	97.49	100	7.75	67.01	29	16.14	35
PE	Cedro	2022	57.43	92.36	100	6.34	61.76	88	10.84	30
PE	Escada	2022	59.26	99.12	100	5.01	75.93	45	13.64	34
PE	Joaquim Nabuco	2022	54.74	96.53	100	3.77	54.74	55	0.80	67
AL	Capela	2022	51.23	79.53	100	5.54	54.10	37	0.15	75
SE	Riachuelo	2022	58.88	99.63	100	6.01	73.19	62	0.31	58
SE	Umbaúba	2022	60.10	98.07	100	2.79	83.92	42	6.74	56
BA	Boa Vista do Tupim	2022	24.27	61.39	0	4.94	31.06	51	1.32	67
BA	Cipó	2022	57.87	96.42	100	3.87	66.49	82	1.68	52
BA	Condeúba	2022	44.58	45.67	100	2.93	42.99	67	11.01	36
BA	Cristópolis	2022	44.64	71.25	100	7.14	36.75	35	2.53	34
BA	Encruzilhada	2022	47.85	70.68	100	6.98	29.52	79	0.54	75
BA	Ibirataia	2022	52.92	81.32	100	3.55	54.22	54	1.82	79
BA	Itabela	2022	54.01	77.62	100	2.96	69.70	78	7.31	19
BA	Itanhém	2022	29.55	74.76	0	4.68	36.43	72	3.56	72
BA	Jucuruçu	2022	15.73	26.86	0	3.45	28.69	14	3.50	63
BA	Paratinga	2022	41.24	38.84	100	3.99	51.04	14	0.13	59
BA	Presidente Jânio Quadros	2022	18.29	37.11	0	2.64	40.29	8	16.13	7
BA	Santanópolis	2022	26.19	85.28	0	3.82	34.63	3	1.98	68
BA	São Gabriel	2022	48.26	83.82	0	3.58	58.99	35	100.00	21
BA	Sobradinho	2022	57.32	95.45	100	2.62	77.16	74	4.57	13
MG	Albertina	2022	37.68	97.30	0	16.97	77.14	2	10.42	36
MG	Baependi	2022	56.41	82.74	100	3.63	55.94	84	13.47	61
MG	Bicas	2022	67.20	98.37	100	3.58	78.34	77	36.33	60
MG	Brumadinho	2022	70.41	98.02	100	12.42	92.33	43	38.16	79
MG	Conselheiro Lafaiete	2022	69.57	99.78	100	5.06	88.37	79	39.47	48
MG	Delta	2022	66.46	98.74	100	9.53	70.39	96	23.86	80
MG	Fernandes Tourinho	2022	38.43	97.30	0	23.89	62.43	55	9.32	31
MG	Florestal	2022	48.34	95.48	0	6.21	83.42	75	30.65	85
MG	Guaraciama	2022	33.97	88.49	0	9.90	68.38	1	0.05	77
MG	Guarda-Mor	2022	50.67	59.98	100	7.64	69.95	1	6.24	83
MG	Itamonte	2022	63.50	82.29	100	3.38	72.80	81	30.99	75
MG	Janaúba	2022	63.95	94.57	100	4.24	87.21	83	13.72	53
MG	Joanésia	2022	26.69	65.16	0	11.55	33.04	70	4.42	47
MG	Mendes Pimentel	2022	31.57	73.88	0	8.92	47.25	69	2.60	71
MG	Miraí	2022	57.37	90.94	100	4.89	59.68	85	2.39	73
MG	Monte Belo	2022	62.06	91.54	100	10.22	83.50	39	26.56	33
MG	Novo Oriente de Minas	2022	46.83	53.29	100	4.86	42.70	72	3.34	67
MG	Queluzito	2022	43.30	97.00	0	28.24	67.58	66	25.53	25
MG	Ribeirão Vermelho	2022	67.60	100.00	100	16.33	82.57	56	33.02	53
MG	Santa Rita do Itueto	2022	32.51	68.47	0	14.30	63.81	20	4.52	80
MG	São Francisco de Paula	2022	38.55	81.64	0	5.39	60.96	72	24.30	58
ES	Afonso Cláudio	2022	55.39	89.54	100	7.60	62.94	21	8.41	73
ES	João Neiva	2022	65.72	97.81	100	16.57	92.76	25	19.53	68
ES	Mantenópolis	2022	37.92	89.49	0	15.66	60.24	47	7.15	84
RJ	Angra dos Reis	2022	70.33	98.36	100	13.63	91.50	79	26.36	78
RJ	Itaboraí	2022	67.27	99.82	100	6.98	86.91	87	14.33	83
RJ	Queimados	2022	64.60	100.00	100	6.05	83.92	83	18.17	40
RJ	Resende	2022	70.24	97.86	100	8.61	85.14	77	36.02	80
RJ	Santo Antônio de Pádua	2022	61.88	94.85	100	6.85	75.35	69	9.26	77
SP	Águas da Prata	2022	69.49	99.45	100	13.56	91.69	71	33.37	47
SP	Anhumas	2022	61.57	95.95	100	16.56	68.97	35	23.58	57
SP	Ariranha	2022	59.96	99.91	100	8.77	80.18	46	5.74	46
SP	Bilac	2022	65.66	99.55	100	11.38	79.53	57	33.41	40
SP	Caconde	2022	62.20	84.22	100	3.90	69.69	72	29.13	71
SP	Cananéia	2022	43.83	92.88	0	9.49	91.23	68	10.07	58
SP	Guarulhos	2022	72.16	100.00	100	4.66	91.62	89	36.05	82
SP	Luís Antônio	2022	67.94	99.17	100	12.23	82.21	78	27.83	65
SP	Miguelópolis	2022	65.68	96.61	100	6.00	80.18	87	25.10	54
SP	Mogi Guaçu	2022	70.06	99.28	100	6.07	89.60	74	32.51	80
SP	Monte Mor	2022	67.26	99.96	100	6.70	76.98	82	29.24	72
SP	Piacatu	2022	61.08	97.28	100	15.09	73.50	39	19.71	42
SP	Ribeirão dos Índios	2022	55.46	95.54	100	16.45	62.16	8	21.29	12
SP	Sagres	2022	61.17	98.77	100	20.20	78.45	45	4.60	55
SP	Santa Albertina	2022	39.70	98.33	0	10.42	75.09	38	1.95	78
PR	Enéas Marques	2022	55.85	81.28	100	13.89	60.06	55	17.71	36
PR	Pinhão	2022	52.96	56.05	100	6.13	66.67	48	11.21	82
SC	Alfredo Wagner	2022	54.19	56.08	100	7.95	66.15	73	18.85	51
SC	Ibirama	2022	66.48	97.39	100	6.71	88.95	88	16.83	61
SC	Iporã do Oeste	2022	59.04	89.12	100	12.50	67.59	58	27.59	12
RS	Boa Vista do Cadeado	2022	27.47	66.86	0	22.42	19.41	38	18.19	63
RS	Brochier	2022	57.00	90.00	100	10.06	56.63	68	23.04	20
RS	Capão Bonito do Sul	2022	37.38	68.97	0	28.84	93.58	5	0.96	61
RS	Colinas	2022	50.88	97.90	100	13.75	15.81	44	22.27	43
RS	Fazenda Vilanova	2022	60.79	99.91	100	15.53	55.58	30	24.82	78
RS	Guaíba	2022	68.90	99.03	100	5.92	86.87	74	29.75	78
RS	Lajeado do Bugre	2022	48.87	99.43	100	19.22	14.58	71	11.12	5
RS	Liberato Salzano	2022	50.61	67.69	100	10.45	45.78	18	22.65	61
RS	Pinhal Grande	2022	29.34	61.35	0	17.51	60.13	3	3.66	72
RS	Santa Cruz do Sul	2022	70.14	95.29	100	8.00	84.70	62	41.14	88
RS	São José do Ouro	2022	39.08	87.78	0	7.31	70.10	32	22.27	62
RS	Sete de Setembro	2022	52.94	80.65	100	27.31	53.15	2	10.55	58
RS	Tramandaí	2022	76.35	99.79	100	15.93	92.03	84	58.30	62
RS	União da Serra	2022	31.58	78.18	0	42.72	50.94	5	2.30	39
RS	Vila Nova do Sul	2022	56.12	66.75	100	21.56	78.39	24	20.89	28
MS	Aparecida do Taboado	2022	61.57	91.13	100	3.01	82.15	80	3.32	77
MS	Bela Vista	2022	54.77	79.70	100	3.08	67.84	54	3.43	68
MS	Itaquiraí	2022	52.31	58.31	100	2.57	60.32	71	9.40	76
MS	Pedro Gomes	2022	56.68	80.26	100	12.00	69.29	24	28.51	24
MT	Juara	2022	60.50	77.80	100	2.39	81.53	79	12.45	73
MT	Juína	2022	61.78	83.77	100	2.91	83.82	83	11.23	69
MT	Nova Xavantina	2022	55.79	79.07	100	3.42	74.41	69	5.02	45
MT	Peixoto de Azevedo	2022	56.81	64.10	100	3.06	74.90	64	19.10	64
GO	Caçu	2022	61.40	83.22	100	3.63	80.29	85	8.20	81
GO	Guapó	2022	62.31	96.13	100	5.97	81.94	85	18.39	17
RO	Cacoal	2021	61.38	82.63	100	6.54	76.81	77	12.69	81
RO	Santa Luzia D'Oeste	2021	52.14	62.73	100	12.98	70.05	57	2.60	42
RR	Bonfim	2021	39.41	32.84	100	6.07	29.92	46	0.97	73
PA	Marabá	2021	63.89	87.33	100	12.69	86.99	85	9.34	67
PA	Rio Maria	2021	54.14	77.80	100	5.65	65.76	39	10.66	56
PA	Salinópolis	2021	64.59	94.61	100	20.60	88.09	94	15.97	7
PA	Terra Santa	2021	46.86	79.45	100	6.74	51.08	3	0.30	42
TO	Natividade	2021	53.71	77.36	100	11.11	67.89	49	3.12	45
MA	Coelho Neto	2021	51.49	84.72	100	3.61	39.37	71	1.47	77
MA	Governador Eugênio Barros	2021	44.37	52.79	100	10.49	36.31	84	0.29	34
PI	Belém do Piauí	2021	29.75	75.96	0	21.38	41.86	27	0.10	75
PI	Cocal dos Alves	2021	45.28	73.00	100	8.32	34.73	17	0.01	70
PI	Conceição do Canindé	2021	28.40	60.51	0	10.68	58.44	13	6.58	60
PI	Monsenhor Hipólito	2021	25.30	53.39	0	9.90	43.01	47	1.50	61
PI	São João da Fronteira	2021	41.03	44.95	100	12.67	24.68	51	0.02	66
PI	São José do Peixe	2021	26.07	64.56	0	13.75	47.02	11	1.12	58
PI	São Raimundo Nonato	2021	52.51	68.95	100	8.80	64.77	54	0.30	67
CE	Aiuaba	2021	39.87	40.58	100	8.77	27.62	81	2.04	22
CE	Bela Cruz	2021	45.11	70.26	100	7.82	24.71	55	1.92	64
CE	Caririaçu	2021	51.29	77.41	100	6.66	52.37	43	1.73	74
CE	Missão Velha	2021	52.81	82.03	100	6.50	42.36	90	9.51	46
CE	Nova Russas	2021	56.70	93.60	100	11.87	49.38	88	8.76	49
CE	Pacujá	2021	53.64	99.42	100	11.74	42.48	27	7.21	69
CE	Porteiras	2021	46.26	72.57	100	5.17	44.68	5	0.74	72
RN	Alto do Rodrigues	2021	53.11	95.82	100	6.89	62.13	23	10.03	14
RN	Jaçanã	2021	52.73	90.02	100	5.50	54.57	43	7.07	41
RN	Paraná	2021	26.21	84.56	0	5.98	28.91	55	5.05	22
RN	Pedra Grande	2021	48.56	54.91	100	24.38	50.28	20	0.30	88
RN	Riacho de Santana	2021	42.42	70.89	100	12.26	34.92	3	1.34	28
RN	São José do Campestre	2021	29.83	89.57	0	5.98	45.53	50	2.31	29
RN	Tenente Ananias	2021	45.95	71.75	100	7.06	41.81	23	9.31	29
PB	Alcantil	2021	45.62	58.56	100	13.95	39.99	45	4.93	44
PB	Catingueira	2021	24.49	66.15	0	15.61	35.32	13	4.29	48
PE	Cabrobó	2021	52.10	76.84	100	5.91	56.69	79	8.18	20
PE	Correntes	2021	26.80	83.88	0	7.01	34.12	18	3.67	56
PE	Cupira	2021	57.30	98.88	100	7.42	51.77	90	5.57	54
PE	Custódia	2021	51.76	70.04	100	6.15	50.59	74	4.89	68
PE	Sairé	2021	53.70	94.07	100	5.35	48.67	42	15.76	38
PE	São Bento do Una	2021	48.19	70.07	100	3.39	37.76	78	6.40	47
PE	Surubim	2021	58.73	94.90	100	6.99	61.95	66	5.32	82
PE	Vicência	2021	52.38	89.73	100	6.25	43.05	55	0.94	78
AL	Coité do Nóia	2021	46.81	61.92	100	4.85	48.31	44	0.16	63
AL	Olho d'Água do Casado	2021	46.00	60.67	100	8.11	38.19	49	0.38	73
AL	São Sebastião	2021	49.78	84.34	100	4.48	36.15	73	2.27	53
SE	Brejo Grande	2021	25.46	91.48	0	6.12	23.94	2	0.20	74
SE	Propriá	2021	60.47	95.07	100	7.77	68.04	65	11.43	72
SE	Riachão do Dantas	2021	46.84	76.86	100	5.19	41.31	28	11.81	22
BA	Campo Alegre de Lourdes	2021	35.71	34.29	100	4.46	29.01	4	0.02	59
BA	Gentio do Ouro	2021	21.94	36.82	0	6.83	26.16	83	0.82	78
BA	Ibitiara	2021	33.81	17.07	100	3.12	20.21	48	5.75	45
BA	Itacaré	2021	53.70	65.44	100	8.85	54.24	74	14.48	66
BA	Jiquiriçá	2021	41.01	56.67	100	3.53	30.72	8	3.09	67
BA	Lamarão	2021	49.36	87.31	100	9.54	46.98	9	0.04	64
BA	Macarani	2021	48.20	80.82	100	1.35	52.30	14	0.29	58
BA	Malhada	2021	39.48	63.64	100	9.14	16.42	36	2.49	29
BA	Novo Triunfo	2021	37.05	63.16	100	6.66	16.59	4	1.81	29
BA	Paratinga	2021	38.54	40.16	100	5.57	40.00	16	0.08	40
BA	Pedro Alexandre	2021	20.28	29.70	0	4.62	48.99	15	0.15	73
BA	Piritiba	2021	41.16	55.95	100	5.11	28.83	24	3.87	55
BA	Santa Luzia	2021	43.88	68.17	100	10.44	36.05	27	7.64	17
BA	Várzea da Roça	2021	47.65	66.09	100	7.27	40.50	73	1.53	51
MG	Belo Horizonte	2021	70.94	100.00	100	10.20	88.63	96	29.77	73
MG	Bonito de Minas	2021	15.34	29.59	0	6.70	27.19	6	1.59	61
MG	Campo Azul	2021	43.45	46.60	100	20.13	46.56	0	0.18	67
MG	Cascalho Rico	2021	27.71	53.05	0	16.54	45.04	59	0.55	73
MG	Curral de Dentro	2021	49.45	85.60	100	13.07	54.60	1	4.49	32
MG	Fronteira dos Vales	2021	28.23	66.80	0	11.32	54.72	43	1.80	35
MG	Guapé	2021	48.38	61.91	100	7.20	52.96	29	9.09	56
MG	Icaraí de Minas	2021	38.28	44.47	100	6.32	26.64	7	0.11	74
MG	Itacarambi	2021	50.51	81.57	100	4.24	51.83	65	2.22	32
MG	Itumirim	2021	66.93	93.46	100	30.09	78.75	65	20.39	74
MG	Lagoa dos Patos	2021	47.90	75.73	100	12.65	49.47	2	0.13	64
MG	Leopoldina	2021	60.29	94.27	100	10.73	69.33	76	10.09	54
MG	Mata Verde	2021	37.88	82.76	0	5.91	75.97	59	0.26	83
MG	Mesquita	2021	44.75	63.89	100	9.36	43.31	30	7.66	20
MG	Patos de Minas	2021	67.08	94.88	100	10.97	85.02	86	27.58	49
MG	Patrocínio do Muriaé	2021	57.11	91.31	100	17.90	56.05	55	3.40	78
MG	Piranga	2021	21.45	45.69	0	10.20	40.04	13	5.50	49
MG	Riachinho	2021	20.85	56.91	0	6.32	36.86	6	0.50	48
MG	Ribeirão das Neves	2021	67.05	99.88	100	4.97	83.22	90	16.91	83
MG	Sacramento	2021	61.07	83.82	100	9.68	77.08	86	13.21	54
MG	São Geraldo do Baixio	2021	35.27	80.36	0	25.05	51.11	61	1.57	78
MG	São Pedro do Suaçuí	2021	45.96	46.44	100	9.96	47.18	64	3.16	56
MG	Senhora do Porto	2021	46.80	53.78	100	21.93	40.46	58	3.93	48
ES	Governador Lindenberg	2021	30.30	79.94	0	15.76	48.24	9	2.17	76
ES	Ibiraçu	2021	60.36	94.22	100	20.23	67.51	24	13.68	81
RJ	Laje do Muriaé	2021	45.60	79.67	100	7.04	10.39	89	9.92	32
SP	Alvinlândia	2021	55.07	96.47	100	15.81	58.85	10	21.12	14
SP	Borebi	2021	55.01	91.02	100	18.95	61.98	5	22.60	12
SP	Ibiúna	2021	60.79	89.84	100	8.99	77.09	41	17.49	65
SP	Itirapina	2021	58.55	96.09	100	26.24	61.11	50	10.40	38
SP	Pilar do Sul	2021	57.59	89.68	100	5.21	72.27	44	4.86	73
SP	Piraju	2021	61.44	96.59	100	8.59	70.99	31	25.23	63
SP	Platina	2021	51.81	88.60	100	14.25	52.90	13	15.66	19
SP	São Caetano do Sul	2021	69.86	100.00	100	10.42	87.01	73	38.75	54
SP	Torrinha	2021	61.11	93.95	100	10.18	70.31	64	15.86	60
PR	Barracão	2021	54.79	81.61	100	4.97	50.19	35	20.03	80
PR	Colorado	2021	61.44	95.66	100	5.29	68.66	36	21.51	86
PR	Itaúna do Sul	2021	60.39	98.92	100	19.04	74.93	37	6.57	57
PR	Mallet	2021	53.34	60.27	100	9.38	59.23	56	12.50	82
PR	Nova Esperança do Sudoeste	2021	56.22	60.03	100	20.50	71.11	44	18.13	62
PR	Paranapoema	2021	56.28	96.86	100	15.69	53.54	38	4.81	73
PR	Quatro Pontes	2021	66.00	92.89	100	19.07	80.82	41	29.58	71
PR	Ribeirão Claro	2021	56.99	68.73	100	9.68	61.28	85	14.11	77
PR	Vera Cruz do Oeste	2021	53.36	87.73	100	15.32	52.31	55	0.74	52
SC	Águas de Chapecó	2021	50.89	73.55	100	7.85	32.87	87	14.31	53
SC	Belmonte	2021	53.52	79.44	100	28.43	57.00	30	15.96	11
SC	Campo Belo do Sul	2021	53.04	63.15	100	14.92	56.05	69	6.32	73
SC	Ipumirim	2021	51.39	51.27	100	10.08	52.73	64	27.93	36
SC	Leoberto Leal	2021	52.27	41.89	100	26.05	64.40	38	27.47	34
SC	Orleans	2021	62.10	84.85	100	4.44	80.14	55	18.04	86
SC	Praia Grande	2021	62.43	80.49	100	10.55	84.98	53	26.27	51
SC	Santiago do Sul	2021	61.48	81.06	100	42.44	76.32	61	10.16	35
RS	Barão do Triunfo	2021	36.29	21.17	100	6.81	29.87	10	8.41	65
RS	Boa Vista do Buricá	2021	64.39	89.75	100	11.49	89.33	68	20.68	45
RS	Campo Bom	2021	66.14	99.93	100	8.45	74.82	70	27.19	75
RS	Canela	2021	68.16	97.62	100	13.98	76.81	82	28.73	80
RS	Paulo Bento	2021	49.41	71.36	100	22.32	29.67	67	8.78	51
RS	Santo Expedito do Sul	2021	45.60	67.06	100	11.24	32.89	63	11.28	9
RS	São Domingos do Sul	2021	52.45	74.69	100	16.63	46.82	8	22.38	66
RS	São Francisco de Paula	2021	65.10	71.42	100	29.38	86.10	56	23.34	83
MS	Cassilândia	2021	59.81	89.96	100	5.82	70.49	75	10.25	65
MS	Dois Irmãos do Buriti	2021	45.09	50.34	100	6.68	41.33	35	3.98	82
MS	Paranaíba	2021	62.98	89.10	100	10.91	76.36	90	18.16	51
MT	Diamantino	2021	60.72	79.77	100	12.67	77.93	71	16.58	55
MT	Nova Nazaré	2021	38.68	39.36	100	6.40	36.04	13	4.22	46
GO	Guarinos	2021	13.78	0.58	0	15.29	34.69	6	5.31	62
GO	Morrinhos	2021	58.40	89.10	100	6.57	77.62	56	6.20	51
GO	Morro Agudo de Goiás	2021	26.12	76.98	0	11.59	39.15	9	1.27	55
GO	Ouro Verde de Goiás	2021	31.54	77.86	0	6.99	60.86	9	7.75	64
GO	Ouvidor	2021	64.68	93.69	100	22.36	87.89	61	10.17	59
GO	São Luíz do Norte	2021	58.60	88.14	100	14.65	71.68	63	1.16	68
GO	Uirapuru	2021	50.21	53.77	100	18.17	56.49	58	1.79	69
GO	Vila Propício	2021	25.60	33.45	0	17.30	42.60	72	7.48	64
RO	Pimenteiras do Oeste	2024	39.81	57.30	50	43.27	57.44	17	20.12	67
AM	Apuí	2024	23.80	63.65	0	9.20	33.92	23	13.00	65
AM	Benjamin Constant	2024	22.51	68.83	0	8.64	36.45	33	4.25	21
AM	Tapauá	2024	37.56	54.61	100	7.32	29.97	52	8.90	43
PA	Tucuruí	2024	54.82	95.63	100	16.63	53.70	61	17.49	81
AP	Mazagão	2024	41.46	47.36	100	10.60	41.09	18	26.83	58
MA	Jenipapo dos Vieiras	2024	21.55	17.20	50	5.71	15.58	6	1.30	78
PI	Juazeiro do Piauí	2024	27.32	38.05	50	28.24	35.47	1	3.58	44
PI	Patos do Piauí	2024	39.26	35.69	100	27.47	33.18	17	8.38	55
CE	Cruz	2024	55.44	96.96	100	17.27	30.57	64	2.07	9
CE	Maranguape	2024	65.89	97.69	100	28.46	49.02	44	22.48	82
CE	Potengi	2024	52.51	86.22	50	33.61	54.14	61	4.62	47
CE	Santa Quitéria	2024	51.51	65.60	100	24.01	42.56	64	31.51	48
RN	Caicó	2024	60.63	94.76	100	23.68	64.05	47	39.35	71
RN	Canguaretama	2024	67.87	97.15	100	24.35	37.69	56	43.76	80
RN	Fernando Pedroza	2024	37.85	88.91	0	49.52	45.63	14	15.85	55
RN	São Vicente	2024	38.85	82.07	0	23.03	40.89	44	17.42	16
PB	Ingá	2024	53.25	89.91	50	19.23	39.58	45	24.45	66
PB	Mulungu	2024	45.31	71.35	50	27.95	44.05	57	1.54	63
PB	Nazarezinho	2024	29.96	70.09	0	13.53	31.06	15	19.18	5
PB	Olivedos	2024	40.18	71.69	0	40.83	45.78	15	29.40	48
PB	Sapé	2024	52.40	93.59	100	10.32	44.59	27	12.82	21
PE	Altinho	2024	41.84	84.88	0	9.44	36.02	57	20.40	51
PE	Pombos	2024	68.60	92.25	100	24.21	60.15	61	40.65	70
PE	Surubim	2024	63.84	95.20	100	14.07	55.84	56	12.16	85
AL	Satuba	2024	48.96	99.75	50	12.00	24.08	67	3.03	39
AL	Tanque d'Arca	2024	34.72	81.59	0	25.39	19.94	22	6.94	41
SE	Carmópolis	2024	66.51	100.00	100	24.68	66.39	27	20.98	64
SE	Itabi	2024	34.14	77.03	0	20.73	39.44	12	27.68	11
SE	Nossa Senhora Aparecida	2024	45.31	73.26	100	10.53	37.69	1	3.03	46
BA	Esplanada	2024	50.90	77.66	100	14.64	49.95	30	6.74	74
BA	Filadélfia	2024	43.77	79.58	50	13.46	45.36	28	31.07	2
BA	Ibipitanga	2024	30.65	42.81	50	10.48	35.60	25	1.29	77
BA	Iramaia	2024	39.18	48.05	100	27.12	25.96	59	13.43	11
BA	Jacaraci	2024	23.28	45.12	0	16.78	24.93	32	7.26	45
BA	Santo Estêvão	2024	58.78	88.57	100	12.74	57.39	66	12.59	48
MG	Canápolis	2024	52.54	94.70	50	37.19	34.48	46	48.42	39
MG	Carrancas	2024	44.22	71.02	0	48.16	57.48	42	49.90	63
MG	Claro dos Poções	2024	45.22	76.21	50	34.44	49.59	18	24.62	57
MG	Guapé	2024	44.80	78.79	50	31.98	46.26	26	26.45	19
MG	Ibitiúra de Minas	2024	49.21	95.56	0	72.70	41.91	1	25.30	36
MG	Indaiabira	2024	29.51	51.23	0	47.03	33.33	9	4.59	63
MG	Ladainha	2024	22.70	36.39	0	13.89	30.16	22	7.80	34
