sigla_uf	nome_municipio	ano	ibc	cobertura_pop_4g5g	fibra	adensamento_estacoes	densidade_smp	hhi_smp	densidade_scm	hhi_scm
RN	Jandaíra	2022	57.06	78.59	100	10.16	73.15	49	19.19	32
RN	Major Sales	2022	43.62	99.93	0	8.49	71.79	71	25.82	46
RN	Pedro Avelino	2022	29.63	62.54	0	8.01	52.01	51	1.79	78
RN	São Miguel do Gostoso	2022	35.84	75.14	0	8.15	74.33	52	0.19	79
PB	Alagoinha	2022	47.65	99.56	100	4.86	33.91	8	9.39	23
PB	Junco do Seridó	2022	53.83	87.83	100	7.36	52.77	29	24.93	24
PB	Massaranduba	2022	51.46	99.22	100	2.36	46.02	52	6.86	18
PB	Natuba	2022	35.78	56.01	100	3.72	21.72	3	5.44	7
PB	São Domingos	2022	29.23	86.95	0	12.84	52.82	23	3.84	10
PE	Passira	2022	31.87	87.34	0	2.94	48.70	46	7.89	52
AL	Belém	2022	41.11	99.93	0	14.11	75.13	26	15.32	59
AL	Maribondo	2022	52.16	91.64	100	4.87	55.63	34	3.46	44
AL	Passo de Camaragibe	2022	30.91	97.12	0	3.62	36.42	46	2.34	63
SE	Tomar do Geru	2022	55.11	91.56	100	5.55	59.11	23	13.38	62
BA	Alcobaça	2022	49.51	62.96	100	3.40	52.42	64	12.08	38
BA	Aporá	2022	50.87	80.08	100	7.32	52.66	37	5.23	52
BA	Brumado	2022	54.68	73.97	100	2.36	70.71	51	11.53	52
BA	Governador Mangabeira	2022	62.14	97.10	100	4.04	79.57	78	2.67	80
BA	Itagi	2022	30.59	87.74	0	3.62	47.96	57	3.72	33
BA	Jitaúna	2022	51.61	79.74	100	4.64	53.34	49	1.49	68
BA	Lajedinho	2022	21.57	36.73	0	14.17	22.41	72	2.34	74
BA	Marcionílio Souza	2022	48.14	50.22	100	7.19	58.89	45	4.44	65
BA	Nova Redenção	2022	29.80	81.33	0	6.63	50.52	46	2.09	40
BA	Pilão Arcado	2022	21.43	33.79	0	2.36	43.12	56	0.12	64
BA	Potiraguá	2022	33.59	88.91	0	4.86	47.85	46	11.57	63
BA	Riachão das Neves	2022	24.70	53.81	0	5.39	38.89	56	2.68	60
BA	Ribeira do Amparo	2022	46.00	63.39	100	7.22	36.94	53	1.85	62
BA	São Félix do Coribe	2022	47.67	85.65	100	2.19	36.31	70	4.77	13
MG	Bocaina de Minas	2022	49.81	57.23	100	9.35	43.08	55	15.59	73
MG	Bom Despacho	2022	68.28	96.21	100	8.37	87.21	64	33.33	68
MG	Capela Nova	2022	61.37	98.56	100	15.28	68.31	37	29.27	32
MG	Curvelo	2022	63.25	95.03	100	6.84	89.45	38	15.40	67
MG	Dores de Campos	2022	59.03	97.66	100	4.99	70.16	23	29.62	24
MG	Guaxupé	2022	71.49	98.81	100	5.24	88.69	83	40.83	74
MG	João Pinheiro	2022	57.19	84.23	100	5.70	87.19	40	9.65	23
MG	Mata Verde	2022	34.32	86.13	0	3.66	57.43	71	1.97	61
MG	Mesquita	2022	47.86	72.78	100	6.61	51.18	32	10.66	16
MG	Munhoz	2022	58.47	90.77	100	8.94	65.21	11	21.38	79
MG	Novorizonte	2022	30.59	74.40	0	7.29	63.93	1	0.25	79
MG	Ouro Fino	2022	57.46	87.81	100	4.67	75.01	27	12.35	62
MG	Padre Carvalho	2022	24.31	64.19	0	6.59	43.42	3	1.35	64
MG	Papagaios	2022	60.24	88.25	100	9.57	74.44	79	13.87	41
MG	Raposos	2022	62.48	99.88	100	3.07	71.30	88	11.04	69
MG	Santa Bárbara do Tugúrio	2022	58.15	92.84	100	15.84	60.34	65	6.75	61
MG	Santo Antônio do Aventureiro	2022	57.45	86.64	100	17.68	67.34	58	14.71	22
MG	Várzea da Palma	2022	61.73	89.98	100	4.44	83.95	63	10.58	69
ES	Iúna	2022	59.13	94.61	100	7.58	65.00	28	22.30	63
RJ	Araruama	2022	71.67	98.54	100	10.92	91.94	87	36.11	66
SP	Álvares Florence	2022	61.56	94.58	100	17.02	70.65	49	11.29	80
SP	Capela do Alto	2022	60.95	99.06	100	4.37	62.14	64	30.52	35
SP	Macaubal	2022	61.20	97.67	100	6.68	79.51	78	9.15	37
SP	Orindiúva	2022	66.10	97.84	100	13.83	93.36	37	21.02	62
SP	Pedrinhas Paulista	2022	66.52	97.51	100	23.77	92.02	27	19.51	68
SP	Piquerobi	2022	65.55	83.89	100	40.83	80.49	76	23.48	27
SP	Ribeirão Preto	2022	74.97	99.97	100	6.20	92.59	91	48.17	82
SP	São José dos Campos	2022	73.30	99.70	100	6.55	92.70	90	43.72	69
SP	Suzanápolis	2022	54.50	82.93	100	9.90	72.88	8	2.03	73
SP	Tuiuti	2022	64.03	100.00	100	14.75	74.21	46	16.72	84
PR	Ampére	2022	59.84	94.60	100	4.25	52.92	78	31.91	40
PR	Bom Jesus do Sul	2022	61.39	95.30	100	20.93	61.53	68	13.94	67
PR	Congonhinhas	2022	53.91	73.33	100	6.01	47.51	73	15.00	74
PR	Espigão Alto do Iguaçu	2022	54.40	52.31	100	17.37	90.91	18	12.05	44
PR	Figueira	2022	60.91	93.88	100	6.20	75.11	81	8.16	58
PR	Jardim Olinda	2022	63.10	98.69	100	24.81	75.29	68	12.96	37
PR	Lapa	2022	62.17	83.72	100	7.03	76.28	72	15.83	86
PR	Mandaguari	2022	63.46	98.65	100	5.45	80.13	47	27.32	45
PR	Mato Rico	2022	38.07	64.76	0	25.50	94.54	10	0.53	85
PR	Porto Amazonas	2022	65.42	95.05	100	8.13	87.27	59	22.12	65
PR	Terra Roxa	2022	60.41	89.03	100	4.60	68.46	63	24.40	55
SC	Cunha Porã	2022	67.73	94.64	100	7.61	78.66	85	37.01	60
SC	Flor do Sertão	2022	59.77	89.57	100	18.69	55.61	56	31.18	38
SC	Indaial	2022	63.54	99.09	100	5.12	79.04	82	17.82	45
SC	Major Gercino	2022	49.67	50.58	100	10.37	40.65	69	20.44	66
SC	Orleans	2022	66.82	88.55	100	2.82	86.53	66	33.19	79
SC	Piratuba	2022	63.53	82.85	100	20.21	71.03	68	29.86	60
RS	Barracão	2022	56.74	72.90	100	10.35	61.61	44	22.69	73
RS	Campestre da Serra	2022	64.43	80.58	100	41.11	68.64	38	39.11	44
RS	Campinas do Sul	2022	64.07	91.42	100	9.46	76.28	72	22.62	70
RS	Capão do Leão	2022	66.67	97.31	100	10.69	79.51	89	18.95	78
RS	Estação	2022	68.50	98.14	100	8.95	93.03	76	31.92	39
RS	São Valentim	2022	57.71	91.30	100	15.31	70.67	46	7.26	43
MS	Campo Grande	2022	73.00	99.37	100	8.79	92.65	81	38.08	88
MT	Mirassol d'Oeste	2022	59.23	85.86	100	4.35	86.25	28	8.95	72
MT	Nova Nazaré	2022	20.04	37.86	0	7.93	43.30	6	10.42	34
MT	Pontes e Lacerda	2022	63.20	84.39	100	3.52	91.08	78	11.29	71
GO	Ceres	2022	68.34	99.23	100	9.82	92.52	88	21.40	54
GO	Formosa	2022	61.69	92.61	100	6.63	82.57	42	9.73	84
GO	Itarumã	2022	49.56	64.74	100	8.19	46.83	44	5.10	83
GO	Mutunópolis	2022	38.85	70.94	0	9.35	91.37	52	3.67	73
GO	Padre Bernardo	2022	52.96	81.50	100	4.76	56.79	44	1.39	80
RO	Castanheiras	2021	48.52	35.09	100	26.38	47.45	78	8.32	64
AC	Brasiléia	2021	51.68	69.22	100	5.69	64.52	51	2.03	58
AC	Rio Branco	2021	64.87	95.91	100	8.88	80.74	82	16.91	65
AM	Santa Isabel do Rio Negro	2021	20.83	37.86	0	2.90	23.14	85	0.18	75
PA	Abaetetuba	2021	51.17	72.75	100	3.52	56.02	93	4.44	21
PA	Porto de Moz	2021	43.04	44.90	100	2.42	35.99	56	0.06	81
PA	Salvaterra	2021	29.73	62.98	0	4.21	46.95	82	0.23	76
TO	Crixás do Tocantins	2021	47.33	58.37	100	29.39	45.68	64	1.78	13
TO	Pequizeiro	2021	45.90	51.84	100	9.27	46.14	52	2.34	60
TO	Sítio Novo do Tocantins	2021	50.94	85.59	100	5.73	41.48	62	0.38	66
MA	Barreirinhas	2021	49.34	48.35	100	3.62	56.12	87	2.03	73
MA	Lago da Pedra	2021	48.65	72.08	100	3.03	50.63	83	3.06	14
MA	São Luís	2021	69.23	99.94	100	10.76	94.45	88	16.05	76
PI	Bom Jesus	2021	58.79	78.25	100	10.05	84.53	53	12.69	42
PI	Campo Grande do Piauí	2021	55.58	69.36	100	17.17	63.66	82	1.75	70
PI	Pavussu	2021	26.64	65.68	0	21.05	47.66	1	0.22	60
PI	Santa Luz	2021	24.26	57.60	0	8.71	34.18	7	11.43	71
PI	Uruçuí	2021	39.53	77.17	0	10.64	84.41	86	3.06	54
CE	Barro	2021	43.55	65.91	100	9.00	42.23	28	2.00	18
CE	Potiretama	2021	48.92	68.41	100	15.93	48.76	11	0.15	87
CE	Senador Pompeu	2021	51.16	77.60	100	7.08	38.41	58	10.79	70
CE	Tauá	2021	53.52	71.57	100	8.24	53.21	63	13.53	64
RN	São Pedro	2021	34.13	91.59	0	8.73	63.51	31	0.30	58
PB	Bernardino Batista	2021	50.88	60.45	100	14.39	68.65	15	9.66	49
PB	Queimadas	2021	56.28	90.45	100	8.68	63.63	64	4.38	50
PB	Santa Luzia	2021	59.32	93.87	100	4.98	64.50	66	18.47	50
PB	São José do Brejo do Cruz	2021	31.20	73.61	0	28.23	59.46	29	7.88	8
PB	Sapé	2021	52.41	92.36	100	3.40	52.75	41	1.75	58
PB	Várzea	2021	52.25	85.34	100	17.91	48.06	49	16.29	4
PE	Afrânio	2021	42.90	50.42	100	5.14	38.94	56	1.27	45
PE	Ilha de Itamaracá	2021	63.07	99.99	100	18.98	80.25	83	10.70	22
PE	Mirandiba	2021	41.85	51.11	100	1.65	34.90	31	4.70	60
PE	Santa Maria do Cambucá	2021	28.09	95.95	0	3.59	34.18	4	1.35	72
PE	Santa Terezinha	2021	27.74	74.32	0	6.47	42.03	56	14.52	3
AL	Porto Calvo	2021	53.06	88.74	100	4.70	54.00	40	0.43	77
SE	Neópolis	2021	33.00	77.28	0	5.50	50.36	75	1.01	81
BA	Caetanos	2021	34.27	26.22	100	3.50	26.84	35	0.36	34
BA	Nova Ibiá	2021	22.23	58.90	0	11.83	27.90	25	0.14	64
BA	Pé de Serra	2021	44.74	50.99	100	5.70	38.55	49	2.43	77
BA	Presidente Dutra	2021	54.28	90.02	100	5.08	61.55	65	10.40	13
BA	São Desidério	2021	45.51	46.53	100	8.87	50.52	19	5.04	79
BA	Sebastião Laranjeiras	2021	18.63	39.74	0	4.44	23.43	69	0.01	45
BA	Vera Cruz	2021	66.20	93.60	100	22.10	88.99	84	4.42	77
BA	Wenceslau Guimarães	2021	41.63	48.67	100	6.16	31.95	47	0.19	61
MG	Aracitaba	2021	57.70	88.60	100	37.50	55.27	56	2.83	56
MG	Dores de Campos	2021	54.91	94.94	100	7.49	61.84	19	18.60	23
MG	Felisburgo	2021	28.65	62.91	0	10.21	49.17	58	2.02	57
MG	Frei Lagonegro	2021	41.65	36.19	100	14.70	36.78	64	2.94	37
MG	Guarda-Mor	2021	48.68	59.32	100	11.76	63.17	2	2.34	75
MG	Igarapé	2021	67.81	99.45	100	8.65	86.99	68	22.02	83
MG	Jacuí	2021	49.61	69.35	100	6.68	57.25	8	10.98	58
MG	Santa Rita do Sapucaí	2021	62.11	93.62	100	5.81	66.51	65	21.78	79
MG	São Geraldo	2021	53.33	86.20	100	10.08	48.22	70	6.02	48
MG	São Tomás de Aquino	2021	56.37	83.42	100	11.05	56.47	53	16.98	60
MG	Serra da Saudade	2021	46.33	75.77	0	100.00	72.16	62	7.73	26
MG	Tupaciguara	2021	63.70	92.11	100	17.16	78.59	61	19.83	58
MG	União de Minas	2021	32.63	65.93	0	24.10	52.68	48	9.99	58
ES	Águia Branca	2021	47.40	54.82	100	16.03	51.77	12	2.22	83
RJ	Italva	2021	54.26	85.35	100	5.01	55.02	56	5.02	72
RJ	Miracema	2021	62.11	95.77	100	6.63	62.99	88	16.77	76
RJ	Rio Claro	2021	56.73	85.78	100	15.14	58.70	73	1.57	72
RJ	São José de Ubá	2021	50.88	59.67	100	14.20	55.70	75	6.17	44
SP	Colina	2021	60.18	96.58	100	8.29	72.39	68	15.57	32
SP	Cunha	2021	52.09	63.23	100	8.42	56.79	64	4.86	79
SP	Guariba	2021	62.04	99.45	100	5.66	75.50	74	6.54	73
SP	Igaratá	2021	65.52	91.53	100	26.68	88.42	57	17.32	50
SP	Ilha Comprida	2021	66.50	93.09	100	13.35	87.89	58	38.67	23
SP	Palmeira d'Oeste	2021	54.13	97.19	100	11.21	62.50	22	0.28	48
SP	Salto	2021	68.67	100.00	100	12.13	85.62	79	23.66	77
SP	São Lourenço da Serra	2021	65.78	93.86	100	30.28	87.54	59	11.78	58
SP	Socorro	2021	60.31	93.33	100	16.03	71.97	59	9.63	56
SP	Suzanápolis	2021	30.04	81.31	0	12.65	55.80	13	9.64	22
PR	Arapoti	2021	54.56	87.66	100	4.51	60.69	33	8.80	65
PR	Foz do Jordão	2021	62.38	87.86	100	28.77	88.54	36	1.32	75
PR	São João do Triunfo	2021	46.65	55.32	100	10.04	42.69	60	3.26	60
PR	São Jorge do Ivaí	2021	58.11	94.12	100	13.93	63.36	35	8.03	77
PR	Tamboara	2021	57.04	98.36	100	14.84	47.78	50	9.79	75
SC	Braço do Trombudo	2021	51.77	63.81	100	13.55	59.74	19	10.68	77
SC	Campos Novos	2021	59.29	82.69	100	5.58	68.19	84	13.52	66
SC	São Domingos	2021	53.36	73.36	100	8.18	51.99	52	15.30	65
SC	São João do Sul	2021	61.30	93.92	100	21.03	68.14	91	0.83	67
RS	Amaral Ferrador	2021	44.54	46.62	100	7.20	44.48	9	11.86	73
RS	Araricá	2021	67.57	99.97	100	30.80	88.04	44	20.32	55
RS	Barracão	2021	48.73	67.14	100	14.72	47.14	28	6.39	59
RS	Gentil	2021	50.63	60.91	100	31.75	16.02	84	20.38	70
RS	Maçambará	2021	50.98	45.92	100	22.65	75.16	19	7.54	56
RS	Pedras Altas	2021	46.60	33.96	100	26.66	41.45	71	8.96	59
RS	Xangri-lá	2021	72.94	100.00	100	39.02	86.66	87	24.65	75
MS	Bodoquena	2021	52.64	73.51	100	16.47	67.94	23	2.47	54
MS	Coxim	2021	57.75	91.73	100	8.43	75.02	24	5.14	73
MS	Mundo Novo	2021	58.97	95.57	100	4.15	64.04	87	13.22	38
MS	Rochedo	2021	49.02	60.03	100	10.04	68.79	5	2.79	60
MT	Água Boa	2021	56.37	81.38	100	4.82	53.79	85	10.25	78
GO	Buriti Alegre	2021	40.90	91.60	0	16.21	76.27	99	1.25	43
GO	Itaguari	2021	40.58	95.72	0	10.97	84.72	46	3.70	55
GO	Jaupaci	2021	26.60	83.38	0	9.04	43.44	10	1.41	36
GO	Monte Alegre de Goiás	2021	38.98	42.93	100	5.87	29.59	15	1.23	69
GO	Novo Planalto	2021	49.56	68.97	100	16.79	59.89	34	1.43	32
GO	Trombas	2021	52.01	70.26	100	14.70	61.44	66	2.20	35
AM	Itapiranga	2024	52.07	81.59	100	27.76	79.61	50	21.54	21
PA	Cachoeira do Arari	2024	20.98	44.71	0	7.92	33.45	33	0.88	70
PA	Melgaço	2024	13.31	26.03	0	5.03	21.34	12	6.27	51
PA	Palestina do Pará	2024	26.57	63.39	0	21.17	39.59	28	0.42	66
PA	São Francisco do Pará	2024	57.43	83.92	100	22.70	45.25	24	10.83	61
TO	Darcinópolis	2024	46.32	67.11	100	33.04	51.51	20	1.73	71
MA	Buritirana	2024	43.55	71.51	100	15.20	32.71	15	10.11	19
MA	Cedral	2024	34.26	63.56	50	14.36	38.35	1	0.00	72
MA	Lajeado Novo	2024	34.45	54.70	50	13.84	48.96	3	14.01	66
MA	Pedro do Rosário	2024	32.79	48.36	50	14.05	32.78	11	3.89	56
MA	Satubinha	2024	27.79	49.44	0	16.89	35.02	22	0.08	67
PI	Brejo do Piauí	2024	37.65	46.08	100	37.79	36.80	8	10.77	15
PI	Gilbués	2024	35.10	65.70	50	13.43	51.78	47	10.46	35
PI	Murici dos Portelas	2024	26.60	31.53	50	14.79	20.94	1	0.05	76
CE	Catarina	2024	43.18	64.39	50	31.33	39.66	52	6.37	61
CE	Itaitinga	2024	66.74	99.63	100	9.90	46.92	65	39.85	63
CE	Pacoti	2024	53.11	72.24	50	56.81	39.58	65	18.92	12
CE	Pentecoste	2024	54.18	78.53	100	17.63	37.11	38	20.63	70
CE	Tabuleiro do Norte	2024	50.22	89.57	50	21.84	46.29	66	36.61	33
RN	Açu	2024	61.31	92.30	100	22.92	50.18	46	49.81	71
RN	Apodi	2024	41.10	76.16	50	21.40	47.95	58	8.44	53
RN	Janduís	2024	39.25	81.56	50	31.03	38.27	17	0.00	19
RN	São João do Sabugi	2024	45.29	86.97	50	16.31	46.07	26	45.07	12
RN	Tenente Laurentino Cruz	2024	45.96	88.09	0	24.52	73.78	29	13.69	27
PB	Água Branca	2024	40.00	54.16	100	15.66	41.66	12	3.52	7
PB	Coremas	2024	37.12	83.05	50	6.66	37.30	37	10.18	22
PB	Pocinhos	2024	35.91	82.28	0	13.90	46.22	43	24.72	26
PB	Santana de Mangueira	2024	34.84	53.42	50	29.38	27.99	42	0.00	66
PB	São Bento	2024	58.37	97.24	100	25.22	55.97	24	30.59	26
PE	Itaíba	2024	30.96	56.47	50	8.90	37.08	13	1.73	43
PE	Jatobá	2024	43.67	76.89	50	13.83	44.35	21	9.66	13
PE	Macaparana	2024	45.82	77.33	50	10.15	31.32	60	5.70	54
PE	São José do Egito	2024	56.68	81.34	100	18.47	53.17	26	15.10	71
AL	Roteiro	2024	44.78	96.05	0	22.70	54.96	35	0.11	79
SE	Pedrinhas	2024	52.65	98.40	50	20.23	52.05	17	14.12	47
BA	Alagoinhas	2024	66.06	94.20	100	13.07	61.65	72	43.83	82
BA	Arataca	2024	36.07	73.41	50	14.34	22.93	14	5.30	29
BA	Catolândia	2024	29.89	55.10	0	42.13	44.70	10	17.13	56
BA	Conde	2024	48.98	71.21	100	14.32	46.60	25	1.96	72
BA	Firmino Alves	2024	42.59	59.59	50	49.94	44.16	6	0.20	70
BA	Lajedo do Tabocal	2024	29.77	68.23	0	19.48	36.86	46	0.26	74
BA	Morro do Chapéu	2024	43.24	56.23	100	14.19	35.80	51	17.50	59
BA	Presidente Tancredo Neves	2024	54.62	69.22	100	8.52	47.49	52	22.59	66
MG	Carmo do Paranaíba	2024	62.90	89.25	100	28.43	45.94	62	61.58	55
MG	Congonhal	2024	59.49	91.40	50	17.54	69.05	56	32.78	66
MG	Cordislândia	2024	54.21	89.51	50	46.20	46.32	6	51.66	42
MG	Estrela do Indaiá	2024	44.39	88.25	0	72.73	59.90	33	11.64	19
MG	Francisco Dumont	2024	27.74	69.02	0	21.91	45.90	7	0.71	82
MG	Martins Soares	2024	54.88	92.80	0	40.11	48.72	43	63.15	52
MG	Orizânia	2024	52.47	81.24	50	28.54	45.80	51	21.63	43
MG	Piedade de Caratinga	2024	40.80	81.50	0	16.89	48.28	1	31.69	51
MG	Pouso Alegre	2024	77.00	98.44	100	28.93	74.18	48	67.87	85
MG	Santa Margarida	2024	39.83	81.56	0	17.75	37.06	50	8.34	34
MG	Santo Antônio do Retiro	2024	20.16	34.04	0	22.25	33.44	6	0.96	42
MG	São Tomás de Aquino	2024	64.51	86.17	100	29.18	51.53	40	69.75	50
ES	Montanha	2024	52.00	86.33	100	25.31	54.04	9	13.83	48
ES	Mucurici	2024	66.51	74.24	100	61.84	61.08	28	95.32	10
ES	Vitória	2024	83.81	100.00	100	46.38	82.16	57	87.85	74
SP	Alto Alegre	2024	80.26	93.70	100	77.26	65.95	28	82.99	60
SP	Balbinos	2024	48.74	96.46	50	25.23	21.60	10	31.92	44
SP	Herculândia	2024	63.05	97.20	100	21.50	58.30	22	48.62	24
SP	Holambra	2024	73.15	99.86	100	32.06	65.91	54	47.56	67
SP	Icém	2024	66.14	99.08	100	43.92	55.98	61	5.55	55
SP	Itanhaém	2024	80.48	98.91	100	31.93	77.50	58	100.00	82
SP	Nova Granada	2024	69.94	98.94	100	35.49	63.85	58	35.15	47
SP	Palmeira d'Oeste	2024	61.18	95.82	100	27.80	58.85	22	38.36	7
SP	Paranapanema	2024	67.96	91.94	100	42.93	63.87	31	68.17	64
SP	Reginópolis	2024	51.48	92.12	50	38.42	41.87	25	25.84	51
SP	Ribeirão Bonito	2024	62.20	95.16	100	22.57	55.22	22	59.05	53
SP	Sales	2024	58.61	95.73	50	30.25	61.38	46	71.08	6
SP	Santa Albertina	2024	52.82	96.71	50	30.57	57.24	27	3.06	76
SP	Santa Isabel	2024	74.72	95.50	100	38.47	70.19	48	77.30	67
SP	Taiaçu	2024	67.01	97.99	100	26.08	47.25	47	48.17	49
SP	Vinhedo	2024	81.10	100.00	100	24.61	86.07	61	86.26	66
PR	Bom Jesus do Sul	2024	69.14	74.94	100	73.87	52.78	55	24.01	68
PR	Guaratuba	2024	72.13	92.06	100	73.33	80.10	63	72.12	31
PR	Jataizinho	2024	68.35	98.92	100	29.24	61.53	65	27.44	63
PR	Marilena	2024	54.90	92.86	100	20.25	49.87	51	10.56	23
PR	Wenceslau Braz	2024	67.24	90.81	100	15.44	74.54	27	47.08	69
SC	Bandeirante	2024	55.87	68.55	100	46.25	43.77	3	22.28	33
SC	Camboriú	2024	74.20	98.59	100	12.33	59.57	66	72.75	87
SC	Gaspar	2024	75.63	95.13	100	23.38	67.54	63	74.71	72
SC	Lauro Muller	2024	71.61	88.09	100	20.52	57.40	70	64.92	68
SC	Major Gercino	2024	54.38	43.77	100	30.69	32.60	53	81.80	55
SC	Modelo	2024	71.72	94.34	100	36.09	61.36	53	49.99	62
SC	Porto Belo	2024	81.91	99.31	100	31.06	86.35	61	83.23	78
SC	Pouso Redondo	2024	60.51	76.96	100	14.02	59.42	60	27.02	53
RS	Boa Vista do Sul	2024	55.10	63.29	50	53.29	46.51	10	66.79	29
RS	Braga	2024	46.62	78.02	50	45.10	35.06	46	1.95	30
RS	Dois Irmãos	2024	77.74	99.82	100	25.18	68.61	44	91.98	60
RS	Itaqui	2024	55.60	89.75	100	27.15	52.17	40	37.88	66
RS	Piratini	2024	42.03	63.97	50	39.34	58.57	31	11.59	59
RS	Quevedos	2024	30.45	46.59	0	39.14	38.10	29	8.22	72
RS	Sério	2024	43.20	47.93	50	47.78	33.25	10	12.18	65
RS	Trindade do Sul	2024	57.03	70.52	100	19.31	62.61	34	14.49	72
MS	Angélica	2024	62.67	90.24	100	40.17	77.74	58	23.32	54
MT	Juara	2024	46.84	78.44	50	16.71	67.75	60	30.79	70
MT	Paranaíta	2024	32.81	55.01	0	33.36	58.06	47	24.44	53
MT	Poxoréo	2024	40.80	63.03	100	14.24	30.24	41	8.27	48
MT	São Pedro da Cipa	2024	49.11	93.46	50	35.32	55.90	45	21.43	17
MT	Tangará da Serra	2024	61.57	92.98	100	16.44	61.46	43	76.51	60
GO	Buriti Alegre	2024	51.74	91.65	50	27.70	54.82	70	44.62	54
GO	Buritinópolis	2024	43.79	62.80	50	47.56	50.16	45	19.02	19
GO	Morro Agudo de Goiás	2024	28.80	83.21	0	20.01	9.95	33	1.20	30
RO	Pimenteiras do Oeste	2023	54.73	57.18	100	19.32	82.89	24	4.11	76
PA	Ponta de Pedras	2023	27.90	56.01	0	4.17	57.66	41	0.31	72
PA	Prainha	2023	15.50	25.83	0	2.34	33.93	4	2.08	62
AP	Pedra Branca do Amapari	2023	46.18	62.81	100	4.86	48.85	4	3.90	77
TO	Fortaleza do Tabocão	2023	51.31	85.26	100	18.08	55.40	3	1.18	59
TO	Gurupi	2023	66.07	97.75	100	9.30	90.04	75	10.61	77
TO	Paraíso do Tocantins	2023	64.86	96.43	100	9.55	90.18	76	11.21	57
MA	Cedral	2023	27.87	75.25	0	6.12	49.30	2	0.11	80
MA	Dom Pedro	2023	55.95	91.17	100	4.52	65.05	72	4.17	40
MA	Peri Mirim	2023	37.57	91.85	0	16.88	51.15	86	0.15	81
MA	Presidente Médici	2023	54.85	74.94	100	17.74	75.43	33	15.56	9
MA	Santa Helena	2023	47.87	55.62	100	3.51	44.82	79	0.25	77
PI	São Francisco do Piauí	2023	26.81	57.05	0	11.59	67.92	1	2.26	37
CE	Campos Sales	2023	58.32	87.22	100	7.46	73.44	75	7.41	44
CE	Ibicuitinga	2023	36.43	92.93	0	17.94	66.67	41	1.05	49
CE	Porteiras	2023	27.74	92.20	0	3.66	46.33	2	5.79	26
RN	Extremoz	2023	63.15	100.00	100	8.12	69.19	85	24.26	37
RN	Messias Targino	2023	31.88	95.58	0	9.74	55.77	7	1.91	50
RN	Nova Cruz	2023	56.63	85.08	100	4.25	64.13	44	12.26	74
PB	Damião	2023	61.92	90.95	100	12.54	84.45	62	5.02	69
PB	Santa Helena	2023	49.86	80.92	100	10.65	42.99	11	6.18	78
PE	Agrestina	2023	39.30	99.67	0	4.38	68.07	55	9.39	63
PE	Belém do São Francisco	2023	52.04	73.89	100	5.69	53.32	65	15.34	30
PE	Lagoa Grande	2023	60.24	84.20	100	6.92	90.31	78	14.27	8
AL	Campestre	2023	33.16	99.87	0	9.37	61.28	11	11.48	9
AL	Poço das Trincheiras	2023	40.98	49.94	100	4.99	26.34	55	1.67	54
AL	Quebrangulo	2023	47.79	83.75	100	3.76	21.98	66	0.90	79
SE	Pedrinhas	2023	58.84	100.00	100	8.45	64.53	24	21.33	50
SE	São Cristóvão	2023	62.00	99.63	100	5.23	66.81	74	16.30	69
BA	Boquira	2023	44.90	55.96	100	7.54	64.14	7	2.33	23
BA	Campo Alegre de Lourdes	2023	36.36	37.35	100	4.07	33.73	7	4.02	31
BA	Gongogi	2023	28.33	81.97	0	7.51	33.01	44	0.81	73
BA	Heliópolis	2023	36.85	74.68	0	8.46	90.41	6	12.09	54
BA	Macarani	2023	24.23	81.71	0	1.93	38.91	14	2.82	22
BA	Nova Ibiá	2023	27.40	79.14	0	9.61	32.08	31	0.19	78
BA	Palmas de Monte Alto	2023	46.28	51.32	100	7.26	57.64	25	5.81	51
MG	Almenara	2023	60.28	83.77	100	4.64	75.79	72	9.62	81
MG	Alvinópolis	2023	63.50	90.16	100	12.45	71.79	62	24.92	75
MG	Angelândia	2023	54.85	87.55	100	8.09	61.68	40	11.50	43
MG	Barra Longa	2023	56.09	71.88	100	14.70	52.61	66	18.58	74
MG	Caputira	2023	33.69	90.78	0	9.32	66.91	15	1.96	51
MG	Casa Grande	2023	34.22	76.00	0	28.22	47.36	57	18.84	27
MG	Chalé	2023	54.55	73.31	100	17.14	61.99	23	11.39	76
MG	Dom Bosco	2023	27.03	58.13	0	11.27	56.82	2	2.22	72
MG	Dom Joaquim	2023	40.04	69.69	0	17.00	88.86	67	22.83	12
MG	Fronteira	2023	63.65	98.31	100	14.33	81.59	86	20.84	7
MG	Gonçalves	2023	38.89	82.94	0	21.99	77.37	13	17.10	53
MG	Gouveia	2023	55.01	85.54	100	5.51	65.72	24	19.18	36
MG	Itamarati de Minas	2023	42.56	92.80	0	16.93	65.79	66	25.34	55
MG	Jenipapo de Minas	2023	49.69	59.45	100	10.24	57.28	73	1.61	45
MG	Natércia	2023	32.73	81.35	0	8.88	59.48	2	20.43	41
MG	Paraisópolis	2023	44.28	93.68	0	8.15	79.54	78	33.72	18
MG	Pratinha	2023	33.81	66.42	0	17.55	61.41	49	8.71	66
MG	São Sebastião do Paraíso	2023	66.89	95.96	100	6.09	83.05	70	29.75	69
MG	Serro	2023	58.44	79.72	100	11.38	72.73	60	23.56	25
MG	Taquaraçu de Minas	2023	57.38	82.20	100	19.72	55.35	35	25.49	56
ES	Santa Maria de Jetibá	2023	55.99	82.80	100	8.50	71.63	16	18.75	44
